show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1222,TV Show,Velvet Shadow 1222,Anurag Kashyap,"Riz Ahmed, Penelope Cruz, Deepika Padukone",Indonesia,"April 26, 2017",2016,TV-14,1 Season,"TV Comedies, Horror Movies",A tv show about family set in Indonesia.
s1223,Movie,Bright Empire 1223,,"Saoirse Ronan, Tilda Swinton, Mahershala Ali",Germany,"March 16, 2020",1992,R,157 min,"Reality TV, Horror Movies",A movie about survival set in Germany.
s1224,Movie,Velvet Memory 1224,,"Shah Rukh Khan, Idris Elba, Daniel Kaluuya, Tilda Swinton, Saoirse Ronan",Italy,"August 03, 2014",1991,R,107 min,"Comedies, Anime Series",A movie about family set in Italy.
s1225,TV Show,Bright Whisper 1225,Greta Gerwig,"Viola Davis, Daniel Kaluuya, Lupita Nyong'o, Penelope Cruz, Song Kang-ho",France,"June 28, 2009",2012,TV-Y,6 Season,Romantic Movies,A tv show about survival set in France.
s1226,Movie,Broken Project 1226,Christopher Nolan,"Tom Hardy, Song Kang-ho",China,"January 05, 2012",2011,R,114 min,"Children & Family Movies, Reality TV",A movie about survival set in China.
s1227,Movie,Silent Legacy 1227,Bong Joon-ho,"Daniel Kaluuya, Florence Pugh, Song Kang-ho, Riz Ahmed",,"March 10, 2014",2014,TV-14,140 min,"British TV Shows, Sci-Fi & Fantasy, Thrillers",A movie about crime set in an unnamed place.
s1228,Movie,Midnight Storm 1228,Mira Nair,"Tilda Swinton, Song Kang-ho, Viola Davis, Shah Rukh Khan, Mahershala Ali",,,2010,TV-Y7,171 min,"Stand-Up Comedy, Music & Musicals, Action & Adventure",A movie about identity set in an unnamed place.
s1229,Movie,Golden Legacy 1229,Pedro Almodovar,,China,"June 15, 2013",1995,NR,66 min,"Comedies, Music & Musicals",A movie about family set in China.
s1230,Movie,Wild Legacy 1230,Park Chan-wook,"Daniel Kaluuya, Florence Pugh",China,"January 06, 2009",2015,PG,153 min,"Documentaries, Crime TV Shows",A movie about survival set in China.
s1231,TV Show,Broken Hour 1231,Martin Scorsese,"Penelope Cruz, Song Kang-ho, Florence Pugh, Mahershala Ali, Viola Davis",Germany,"May 26, 2012",1990,TV-MA,3 Season,Korean TV Shows,A tv show about survival set in Germany.
s1232,TV Show,Iron Memory 1232,Ava DuVernay,,France,"February 21, 2010",1996,TV-PG,1 Seasons,"International Movies, Action & Adventure",A tv show about family set in France.
s1233,Movie,Eternal Memory 1233,Anurag Kashyap,,Italy,"August 08, 2013",2003,G,81 min,Documentaries,A movie about crime set in Italy.
s1234,Movie,Lost Whisper 1234,,"Idris Elba, Tilda Swinton, Shah Rukh Khan",,"August 13, 2008",1996,NR,56 min,Action & Adventure,A movie about crime set in an unnamed place.
s1235,Movie,Hidden Garden 1235,,"Idris Elba, Daniel Kaluuya, Shah Rukh Khan",Canada,"July 20, 2011",2005,PG-13,130 min,"Sci-Fi & Fantasy, Crime TV Shows",A movie about crime set in Canada.
s1236,Movie,Silent Legacy 1236,Greta Gerwig,"Tom Hardy, Shah Rukh Khan, Saoirse Ronan, Oscar Isaac, Lupita Nyong'o",South Korea,"March 22, 2009",2012,TV-Y7,166 min,"Horror Movies, Children & Family Movies, Reality TV",A movie about power set in South Korea.
s1237,Movie,Silent Code 1237,Bong Joon-ho,"Tilda Swinton, Mahershala Ali",Italy,"January 24, 2017",2013,NR,61 min,"British TV Shows, TV Comedies",A movie about crime set in Italy.
s1238,Movie,Crimson Project 1238,Martin Scorsese,"Riz Ahmed, Saoirse Ronan, Viola Davis, Zendaya, Deepika Padukone",Brazil,"January 25, 2017",2013,TV-Y7,114 min,"Stand-Up Comedy, Crime TV Shows",A movie about power set in Brazil.
s1239,Movie,Crimson Legacy 1239,Ava DuVernay,"Saoirse Ronan, Florence Pugh, Tilda Swinton, Zendaya, Oscar Isaac",Australia,"June 16, 2011",2008,TV-Y,171 min,"Documentaries, Sci-Fi & Fantasy, Action & Adventure",A movie about family set in Australia.
s1240,Movie,Silent Hour 1240,Park Chan-wook,"Penelope Cruz, Mahershala Ali, Tilda Swinton, Lupita Nyong'o, Song Kang-ho",South Korea,"June 05, 2014",2016,G,154 min,Independent Movies,A movie about love set in South Korea.
s1241,Movie,Midnight Shadow 1241,Anurag Kashyap,"Deepika Padukone, Oscar Isaac, Zendaya, Florence Pugh, Lupita Nyong'o",United Kingdom,"December 13, 2015",2004,G,66 min,TV Comedies,A movie about identity set in United Kingdom.
s1242,Movie,Golden Heart 1242,,"Penelope Cruz, Deepika Padukone, Shah Rukh Khan, Daniel Kaluuya, Tom Hardy",Japan,"February 03, 2008",1996,NR,153 min,"Reality TV, Dramas",A movie about identity set in Japan.
s1243,TV Show,Broken Memory 1243,Bong Joon-ho,"Oscar Isaac, Penelope Cruz",Philippines,"November 30, 2017",2015,PG-13,3 Seasons,"Romantic Movies, TV Comedies, Sci-Fi & Fantasy",A tv show about family set in Philippines.
s1244,TV Show,Crimson City 1244,Mira Nair,"Oscar Isaac, Tom Hardy, Song Kang-ho",Philippines,"October 16, 2009",1997,TV-Y,7 Seasons,"Anime Series, Comedies, Stand-Up Comedy",A tv show about survival set in Philippines.
s1245,TV Show,Lost Shadow 1245,Pedro Almodovar,"Deepika Padukone, Oscar Isaac, Viola Davis, Tom Hardy",Italy,"November 06, 2015",1991,R,5 Seasons,Comedies,A tv show about crime set in Italy.
s1246,Movie,Hidden Storm 1246,,"Daniel Kaluuya, Tilda Swinton, Florence Pugh, Song Kang-ho, Zendaya",Canada,"August 19, 2020",2006,TV-MA,63 min,"British TV Shows, Thrillers",A movie about love set in Canada.
s1247,Movie,Hidden City 1247,Christopher Nolan,"Shah Rukh Khan, Florence Pugh, Tom Hardy, Riz Ahmed",Japan,"November 12, 2008",1999,TV-Y,151 min,TV Comedies,A movie about identity set in Japan.
s1248,TV Show,Golden Kingdom 1248,Mira Nair,,Canada,"July 01, 2012",2006,PG,5 Seasons,International Movies,A tv show about crime set in Canada.
s1249,Movie,Midnight Shadow 1249,,"Daniel Kaluuya, Riz Ahmed",Philippines,"March 10, 2020",2014,PG,168 min,Comedies,A movie about survival set in Philippines.
s1250,Movie,Bright Promise 1250,Christopher Nolan,"Tom Hardy, Shah Rukh Khan, Saoirse Ronan, Deepika Padukone",United States,"September 06, 2019",1995,TV-14,78 min,"Anime Series, Sci-Fi & Fantasy, Crime TV Shows",A movie about crime set in United States.
s1251,TV Show,Bright Memory 1251,,"Riz Ahmed, Deepika Padukone, Daniel Kaluuya",Argentina,"August 12, 2017",2002,R,9 Seasons,International Movies,A tv show about power set in Argentina.
s1252,Movie,Velvet Kingdom 1252,Hayao Miyazaki,"Idris Elba, Song Kang-ho, Tilda Swinton, Shah Rukh Khan",Mexico,"September 15, 2009",2005,PG,100 min,"International Movies, Stand-Up Comedy",A movie about identity set in Mexico.
s1253,Movie,Iron Promise 1253,Hayao Miyazaki,"Tilda Swinton, Shah Rukh Khan, Idris Elba, Zendaya",Argentina,"September 06, 2009",1990,PG,117 min,"Comedies, Anime Series",A movie about identity set in Argentina.
s1254,Movie,Golden Code 1254,Pedro Almodovar,"Riz Ahmed, Penelope Cruz, Oscar Isaac, Saoirse Ronan",Indonesia,"April 23, 2009",1991,NR,132 min,"Anime Series, TV Dramas",A movie about power set in Indonesia.
s1255,TV Show,Crimson Whisper 1255,Pedro Almodovar,"Idris Elba, Deepika Padukone, Tilda Swinton",Egypt,"January 24, 2017",1998,PG,7 Season,"TV Comedies, Dramas",A tv show about survival set in Egypt.
s1256,Movie,Lost Kingdom 1256,Park Chan-wook,"Deepika Padukone, Tom Hardy",Italy,"June 10, 2017",2001,G,158 min,Dramas,A movie about love set in Italy.
s1257,TV Show,Dark Shadow 1257,Mira Nair,,Canada,"January 11, 2020",1999,,7 Season,"Action & Adventure, Music & Musicals, TV Dramas",A tv show about power set in Canada.
s1258,Movie,Crimson Promise 1258,Anurag Kashyap,"Oscar Isaac, Tom Hardy, Lupita Nyong'o",Australia,"October 19, 2019",2002,NR,196 min,"Sci-Fi & Fantasy, International Movies, Dramas",A movie about family set in Australia.
s1259,Movie,Golden Truth 1259,Spike Lee,"Deepika Padukone, Idris Elba",Canada,"July 10, 2013",2012,PG,94 min,"Anime Series, Documentaries",A movie about crime set in Canada.
s1260,TV Show,Frozen Code 1260,,"Oscar Isaac, Viola Davis, Tilda Swinton, Mahershala Ali, Riz Ahmed",Argentina,"December 01, 2008",2019,TV-MA,3 Seasons,Comedies,A tv show about love set in Argentina.
s1261,TV Show,Midnight Code 1261,Ava DuVernay,"Oscar Isaac, Viola Davis, Daniel Kaluuya",France,"June 14, 2019",1996,PG-13,5 Seasons,"Anime Series, Sci-Fi & Fantasy",A tv show about power set in France.
s1262,TV Show,Silent Legacy 1262,,,China,"January 03, 2013",1991,PG,8 Seasons,"Dramas, Horror Movies, Anime Series",A tv show about identity set in China.
s1263,Movie,Midnight Hour 1263,,"Lupita Nyong'o, Zendaya, Song Kang-ho, Mahershala Ali, Penelope Cruz",United States,"June 12, 2015",2010,TV-Y7,140 min,"Independent Movies, Sci-Fi & Fantasy, Dramas",A movie about identity set in United States.
s1264,TV Show,Silent Code 1264,Martin Scorsese,"Viola Davis, Mahershala Ali, Saoirse Ronan, Idris Elba, Shah Rukh Khan",China,"June 17, 2016",1994,TV-Y,6 Seasons,Horror Movies,A tv show about survival set in China.
s1265,TV Show,Eternal Heart 1265,Christopher Nolan,"Zendaya, Penelope Cruz, Viola Davis",Turkey,"July 20, 2009",2009,G,1 Season,Dramas,A tv show about identity set in Turkey.
s1266,Movie,Wild Memory 1266,Mira Nair,"Oscar Isaac, Saoirse Ronan, Zendaya, Deepika Padukone, Florence Pugh",Japan,"March 15, 2008",2008,R,81 min,"Romantic Movies, Thrillers",A movie about family set in Japan.
s1267,Movie,Sacred Empire 1267,Spike Lee,"Song Kang-ho, Mahershala Ali, Idris Elba, Riz Ahmed",Italy,"May 07, 2015",2011,PG-13,194 min,TV Comedies,A movie about crime set in Italy.
s1268,TV Show,Velvet Truth 1268,Anurag Kashyap,"Zendaya, Tom Hardy, Song Kang-ho, Florence Pugh",France,"July 31, 2015",2008,R,2 Season,"Documentaries, Korean TV Shows, TV Comedies",A tv show about crime set in France.
s1269,Movie,Lost City 1269,Mira Nair,"Shah Rukh Khan, Deepika Padukone, Daniel Kaluuya",Mexico,"June 18, 2021",1998,TV-MA,122 min,Stand-Up Comedy,A movie about survival set in Mexico.
s1270,Movie,Sacred Promise 1270,Denis Villeneuve,"Florence Pugh, Penelope Cruz, Oscar Isaac",United States,"October 30, 2010",2012,R,76 min,Independent Movies,A movie about crime set in United States.
s1271,Movie,Hidden Legacy 1271,Denis Villeneuve,,Turkey,"February 13, 2021",1993,R,107 min,TV Dramas,A movie about identity set in Turkey.
s1272,Movie,Velvet Heart 1272,,,,,2011,TV-Y,82 min,Crime TV Shows,A movie about survival set in an unnamed place.
s1273,TV Show,Iron Storm 1273,Christopher Nolan,"Mahershala Ali, Oscar Isaac, Saoirse Ronan, Tom Hardy",Philippines,"March 14, 2011",2004,,6 Seasons,Documentaries,A tv show about power set in Philippines.
s1274,Movie,Broken Hour 1274,Spike Lee,"Oscar Isaac, Idris Elba",Egypt,"June 30, 2013",2018,,75 min,"Sci-Fi & Fantasy, TV Dramas, Thrillers",A movie about power set in Egypt.
s1275,Movie,Bright Kingdom 1275,Park Chan-wook,"Riz Ahmed, Penelope Cruz, Mahershala Ali, Zendaya, Idris Elba",,"July 24, 2018",2016,TV-MA,192 min,Reality TV,A movie about love set in an unnamed place.
s1276,TV Show,Iron Whisper 1276,Martin Scorsese,"Viola Davis, Shah Rukh Khan",United Kingdom,"October 06, 2016",2020,TV-Y7,1 Season,"Stand-Up Comedy, Thrillers",A tv show about family set in United Kingdom.
s1277,Movie,Silent Garden 1277,Christopher Nolan,"Shah Rukh Khan, Riz Ahmed, Daniel Kaluuya",Nigeria,"July 01, 2019",2013,TV-Y7,66 min,Sci-Fi & Fantasy,A movie about crime set in Nigeria.
s1278,Movie,Crimson Empire 1278,,"Zendaya, Riz Ahmed, Idris Elba",Spain,"January 24, 2020",1999,TV-14,98 min,Children & Family Movies,A movie about survival set in Spain.
s1279,Movie,Iron Hour 1279,Hayao Miyazaki,"Saoirse Ronan, Deepika Padukone, Florence Pugh",Germany,"June 02, 2020",2002,TV-Y7,150 min,"Independent Movies, Comedies",A movie about family set in Germany.
s1280,TV Show,Bright Legacy 1280,,,United States,"December 02, 2015",2000,TV-Y,5 Season,"Horror Movies, TV Dramas",A tv show about love set in United States.
s1281,TV Show,Wild Promise 1281,Denis Villeneuve,"Deepika Padukone, Daniel Kaluuya, Riz Ahmed",Italy,"August 27, 2016",2020,PG-13,9 Seasons,"Independent Movies, Stand-Up Comedy",A tv show about crime set in Italy.
s1282,Movie,Dark Truth 1282,Ava DuVernay,"Tom Hardy, Saoirse Ronan",France,"April 08, 2017",1998,TV-Y,128 min,"Reality TV, Crime TV Shows",A movie about love set in France.
s1283,Movie,Iron Empire 1283,Anurag Kashyap,"Daniel Kaluuya, Shah Rukh Khan, Oscar Isaac, Song Kang-ho, Mahershala Ali",United States,"February 07, 2021",2003,PG-13,80 min,Documentaries,A movie about identity set in United States.
s1284,Movie,Broken Project 1284,Denis Villeneuve,"Saoirse Ronan, Florence Pugh, Song Kang-ho",Argentina,"February 21, 2008",2008,TV-Y7,190 min,"Documentaries, TV Dramas",A movie about love set in Argentina.
s1285,TV Show,Hidden Memory 1285,Spike Lee,,Indonesia,"February 05, 2010",2008,TV-PG,4 Season,"Documentaries, International Movies, Children & Family Movies",A tv show about family set in Indonesia.
s1286,Movie,Bright Shadow 1286,Ava DuVernay,"Penelope Cruz, Daniel Kaluuya, Tilda Swinton, Song Kang-ho, Riz Ahmed",Nigeria,"February 05, 2008",1997,TV-PG,83 min,International Movies,A movie about power set in Nigeria.
s1287,Movie,Hidden Legacy 1287,Anurag Kashyap,"Penelope Cruz, Song Kang-ho, Florence Pugh, Zendaya",Egypt,"July 18, 2016",1991,G,87 min,"Reality TV, TV Comedies, British TV Shows",A movie about power set in Egypt.
s1288,TV Show,Midnight Memory 1288,,,Germany,"June 01, 2014",2017,NR,3 Season,"Stand-Up Comedy, Children & Family Movies",A tv show about identity set in Germany.
s1289,TV Show,Lost Kingdom 1289,Anurag Kashyap,"Shah Rukh Khan, Zendaya, Oscar Isaac, Song Kang-ho",United States,"June 11, 2015",2008,TV-Y7,6 Seasons,"International Movies, Reality TV, Music & Musicals",A tv show about crime set in United States.
s1290,TV Show,Golden Legacy 1290,Ava DuVernay,"Lupita Nyong'o, Tilda Swinton, Viola Davis, Tom Hardy",Germany,"October 26, 2015",2015,G,6 Season,Crime TV Shows,A tv show about crime set in Germany.
s1291,Movie,Iron Kingdom 1291,Park Chan-wook,"Zendaya, Idris Elba, Daniel Kaluuya, Lupita Nyong'o",,"April 08, 2008",1996,G,126 min,"Sci-Fi & Fantasy, Anime Series",A movie about love set in an unnamed place.
s1292,Movie,Dark Heart 1292,Martin Scorsese,,India,"May 17, 2018",1996,NR,179 min,"Reality TV, Thrillers, British TV Shows",A movie about power set in India.
s1293,Movie,Midnight Kingdom 1293,Hayao Miyazaki,"Song Kang-ho, Viola Davis, Oscar Isaac, Riz Ahmed, Deepika Padukone",Italy,"December 27, 2020",2002,TV-PG,150 min,British TV Shows,A movie about love set in Italy.
s1294,TV Show,Dark Empire 1294,Pedro Almodovar,"Lupita Nyong'o, Idris Elba, Tilda Swinton",Philippines,"May 04, 2015",2018,G,6 Season,Horror Movies,A tv show about identity set in Philippines.
s1295,Movie,Sacred Truth 1295,Greta Gerwig,"Saoirse Ronan, Viola Davis, Deepika Padukone, Florence Pugh, Mahershala Ali",China,"May 29, 2015",2007,TV-Y,185 min,"Music & Musicals, Thrillers",A movie about love set in China.
s1296,TV Show,Sacred Garden 1296,,"Penelope Cruz, Shah Rukh Khan, Riz Ahmed, Deepika Padukone",Italy,"July 24, 2020",2004,TV-14,6 Seasons,"International Movies, Romantic Movies, Crime TV Shows",A tv show about crime set in Italy.
s1297,TV Show,Eternal Storm 1297,Bong Joon-ho,,South Korea,"March 03, 2008",2020,TV-MA,8 Seasons,Reality TV,A tv show about power set in South Korea.
s1298,TV Show,Wild Truth 1298,Spike Lee,"Song Kang-ho, Zendaya",Mexico,"November 16, 2010",2020,TV-Y,4 Season,"International Movies, Dramas, Anime Series",A tv show about love set in Mexico.
s1299,Movie,Lost Project 1299,,"Penelope Cruz, Saoirse Ronan, Tilda Swinton",South Korea,"February 28, 2009",2012,TV-Y7,159 min,"Action & Adventure, Stand-Up Comedy",A movie about love set in South Korea.
s1300,Movie,Velvet Hour 1300,Hayao Miyazaki,"Mahershala Ali, Florence Pugh, Penelope Cruz, Riz Ahmed, Deepika Padukone",India,"June 20, 2016",2005,PG-13,49 min,Music & Musicals,A movie about power set in India.
s1301,Movie,Silent City 1301,Greta Gerwig,"Mahershala Ali, Song Kang-ho, Florence Pugh, Deepika Padukone, Oscar Isaac",Japan,"December 23, 2009",1994,R,48 min,"Dramas, TV Dramas",A movie about power set in Japan.
s1302,Movie,Iron Garden 1302,Christopher Nolan,"Shah Rukh Khan, Zendaya",India,"February 26, 2010",1992,TV-PG,152 min,Dramas,A movie about identity set in India.
s1303,Movie,Broken Whisper 1303,Ava DuVernay,"Zendaya, Daniel Kaluuya, Idris Elba, Oscar Isaac",China,"July 23, 2012",2004,G,173 min,"Thrillers, TV Dramas, British TV Shows",A movie about love set in China.
s1304,Movie,Midnight Storm 1304,Spike Lee,"Florence Pugh, Song Kang-ho, Mahershala Ali, Lupita Nyong'o",Italy,"May 20, 2013",1999,R,68 min,"Documentaries, Stand-Up Comedy",A movie about survival set in Italy.
s1305,Movie,Sacred Legacy 1305,,"Lupita Nyong'o, Riz Ahmed, Oscar Isaac, Shah Rukh Khan",Argentina,"July 04, 2014",1990,TV-MA,81 min,Reality TV,A movie about survival set in Argentina.
s1306,Movie,Midnight Storm 1306,Hayao Miyazaki,"Shah Rukh Khan, Oscar Isaac, Tom Hardy, Lupita Nyong'o",Germany,"March 19, 2011",2021,TV-Y,96 min,"International Movies, Thrillers, Horror Movies",A movie about family set in Germany.
s1307,TV Show,Dark Hour 1307,Hayao Miyazaki,"Tom Hardy, Viola Davis, Daniel Kaluuya",,"March 05, 2009",2005,TV-Y7,9 Season,Sci-Fi & Fantasy,A tv show about identity set in an unnamed place.
s1308,TV Show,Silent Legacy 1308,Bong Joon-ho,"Shah Rukh Khan, Idris Elba, Lupita Nyong'o, Oscar Isaac",Indonesia,"December 10, 2021",2004,PG-13,4 Seasons,"Stand-Up Comedy, Comedies",A tv show about crime set in Indonesia.
s1309,TV Show,Broken Promise 1309,Park Chan-wook,,United Kingdom,"January 28, 2011",2017,PG,5 Seasons,"Children & Family Movies, Anime Series, Dramas",A tv show about family set in United Kingdom.
s1310,TV Show,Crimson Kingdom 1310,Christopher Nolan,,China,"June 26, 2013",1990,TV-Y,8 Seasons,"Anime Series, Korean TV Shows, Sci-Fi & Fantasy",A tv show about crime set in China.
s1311,Movie,Velvet Kingdom 1311,Anurag Kashyap,"Daniel Kaluuya, Penelope Cruz, Mahershala Ali",United States,"April 30, 2010",2015,TV-Y,167 min,"Action & Adventure, Korean TV Shows, British TV Shows",A movie about survival set in United States.
s1312,Movie,Bright Promise 1312,Pedro Almodovar,"Riz Ahmed, Zendaya, Song Kang-ho",Nigeria,"January 07, 2016",1991,TV-Y,86 min,"TV Comedies, Romantic Movies",A movie about identity set in Nigeria.
s1313,Movie,Broken Shadow 1313,Pedro Almodovar,"Penelope Cruz, Deepika Padukone",United Kingdom,"April 15, 2015",2000,NR,182 min,"Dramas, Anime Series, Sci-Fi & Fantasy",A movie about identity set in United Kingdom.
s1314,Movie,Sacred Whisper 1314,Christopher Nolan,"Daniel Kaluuya, Deepika Padukone, Zendaya, Shah Rukh Khan",Indonesia,"July 11, 2016",2008,R,187 min,"Reality TV, Dramas",A movie about family set in Indonesia.
s1315,Movie,Midnight City 1315,Greta Gerwig,"Song Kang-ho, Zendaya, Florence Pugh, Penelope Cruz, Idris Elba",Philippines,"July 27, 2009",1998,PG,146 min,"Comedies, Reality TV",A movie about identity set in Philippines.
s1316,Movie,Iron Kingdom 1316,Greta Gerwig,"Viola Davis, Riz Ahmed",India,,2001,NR,91 min,"Anime Series, Reality TV, British TV Shows",A movie about family set in India.
s1317,Movie,Lost Hour 1317,,,South Korea,,1996,TV-PG,132 min,"Dramas, Comedies, Korean TV Shows",A movie about survival set in South Korea.
